S.No.,X_1,X_2,X_3,X_4,X_5,X_6,Y
439,1,1,0,119.0074463,152.8323223,143.1672788,-41.38043659
440,0,1,1,137.8586154,141.3614425,130.563122,134.4184472
441,0,1,1,0.050705852,86.34708245,98.67478441,60.71437086
442,0,1,1,372.0984519,194.5812007,104.101606,227.5529637
443,0,1,1,458.2206211,212.0873986,78.86179087,238.564144
444,0,1,1,323.2884081,144.5699997,52.72189075,151.5269104
445,1,1,0,152.1901824,96.76589075,68.89524719,15.34339321
446,0,1,1,433.0567773,199.7566025,75.38214069,195.9596572
447,0,1,1,503.403984,252.9057954,135.362117,262.6402185
448,1,1,0,449.8677426,177.417853,36.70585464,176.5868332
449,1,0,1,0.077580137,23.36033016,29.76933319,68.06225224
450,1,0,1,179.9837993,141.0546247,114.8720586,301.4735079
451,1,0,1,493.4075563,241.1873609,132.8430088,512.8821571
452,1,1,0,177.294178,142.101723,116.9101269,-12.52361922
453,0,0,0,447.6551039,185.0111708,53.02093337,329.1569699
454,0,1,1,9.041877339,50.75149159,60.04232188,33.38598317
455,1,1,0,124.1433407,94.70914858,68.65719816,15.53715591
456,0,0,0,141.668227,99.10211459,67.36319027,135.9762431
457,0,0,0,327.13955,204.9862284,147.5430891,246.0966172
458,0,1,1,194.703094,123.4652282,90.77691713,123.7534595
459,0,0,0,402.8900324,156.9592307,42.15260529,286.7111802
460,1,0,1,382.8476469,152.9383723,32.98413778,329.1334742
461,1,0,1,497.1307263,199.8983858,50.74729063,448.6564819
462,0,1,1,376.9869212,199.5392557,111.4171747,236.8997461
463,0,0,0,412.9242071,200.5577916,107.9652461,293.9254507
464,1,1,0,133.2376912,155.3823328,137.0232274,-31.76391531
465,1,0,1,25.42009843,80.66540041,84.80347208,150.0845167
466,0,1,1,158.4861767,125.5667379,111.3642065,125.5211309
467,1,0,1,171.4507996,144.3153191,120.4319169,268.9190921
468,0,1,1,324.4334498,202.8326479,141.3587664,217.2909568
469,1,0,1,430.2244936,227.0858896,124.1253528,461.1159619
470,1,1,0,92.96349284,87.19849862,69.03159916,-15.63747465
471,0,0,0,475.2508111,199.9958893,64.20513119,362.2001966
472,1,1,0,255.6811392,161.8057724,111.2042882,41.45635873
473,0,0,0,503.3207674,208.4775553,61.23930505,382.0887882
474,0,1,1,145.2137833,165.718704,147.488711,147.171953
475,1,0,1,10.13727437,116.5841807,144.3641138,185.0001986
476,0,1,1,52.90585285,121.8871749,139.7551571,88.1162268
477,1,0,1,222.2755173,182.0687969,142.9123912,346.4709819
478,0,1,1,111.7352786,74.34067179,38.77250834,61.63599378
479,1,1,0,216.1870903,139.6663297,90.31803004,14.90208128
480,1,1,0,199.1621403,85.1734094,29.59323433,93.87737596
481,0,0,0,484.2362735,233.5307284,115.4551808,351.2845572
482,0,1,1,455.616259,213.6852792,109.2441796,261.2937042
483,0,0,0,4.547437382,105.8628465,121.3014849,25.65107236
484,1,1,0,209.928248,114.6618379,53.14326595,34.25911751
485,0,0,0,163.0776537,138.3870884,100.2075439,130.7932415
486,0,0,0,393.0302026,160.0762148,33.77124056,303.5424817
487,1,1,0,284.8461535,123.480683,33.97845964,86.13448589
488,1,1,0,462.8230274,208.4359437,82.0676405,125.6989005
489,1,1,0,58.04153628,103.337793,120.7310608,-31.37041783
490,0,1,1,237.4821347,149.9469777,86.85720579,159.4320466
491,0,1,1,403.3466701,175.4186545,75.99376527,235.9596605
492,0,0,0,183.9793443,102.3854812,54.70987322,146.8153952
493,1,1,0,84.64487722,83.21910735,60.81796069,13.83563584
494,1,1,0,229.9392845,187.4105189,149.7773006,11.63432314
495,0,1,1,20.41251589,50.46063338,51.27200875,63.41243809
496,0,1,1,337.3990096,206.5473345,139.4031921,208.8855352
497,1,0,1,93.90420172,90.37087556,72.58806792,177.420114
498,0,1,1,256.5285496,111.1031065,44.96281668,125.6585593
499,1,1,0,370.0071106,147.2879128,33.51490056,123.0535689
500,0,0,0,7.430771237,45.90761476,46.19798175,16.5482934
501,0,1,1,378.2836106,145.4522931,41.58779024,180.3831086
502,0,0,0,84.23549844,138.0756534,145.0453056,66.90568204
503,1,0,1,124.3050655,101.3215329,70.51818595,200.480157
504,0,0,0,340.2401905,189.7203943,98.08261395,257.4607233
505,1,0,1,409.7628026,210.5261984,101.5392702,424.3730087
506,1,1,0,390.4476003,159.8840029,44.78050656,119.5357092
507,1,1,0,477.3840588,171.5059869,33.99024057,169.7431673
508,1,1,0,347.5795008,147.9146408,54.48951835,96.00383824
509,0,1,1,196.8070319,107.886205,53.00182803,100.3006482
510,0,1,1,297.2751547,191.4552231,134.9528411,200.6401007
511,0,1,1,418.0896226,215.031866,117.4632133,254.2876111
512,1,0,1,341.2899814,220.0274334,140.1848048,445.4990229
513,1,1,0,429.337973,207.6034586,109.2993582,130.8610254
514,0,0,0,323.7305356,176.9740711,94.53424708,264.7767118
515,0,0,0,390.258235,189.3383026,98.35939904,305.8995818
516,1,1,0,137.5259074,86.28250284,45.22204949,29.98063075
517,1,1,0,362.0753878,149.1711519,34.47892214,138.9854741
518,1,0,1,206.6688914,117.8967059,75.76022788,247.3471865
519,1,1,0,62.51667054,126.711645,144.0795926,-72.54617462
520,0,1,1,8.328758435,75.66784557,78.9129039,49.77859424
521,1,1,0,179.258255,107.9667896,66.27359766,36.87227153
522,1,0,1,20.07281599,103.9822741,137.4499769,216.672017
523,1,1,0,265.3133597,134.3270201,69.7026409,60.80908288
524,1,1,0,170.9717754,87.30953297,35.90174321,58.66846947
525,0,0,0,17.02347179,113.7659763,148.81327,38.93763786
526,0,1,1,2.567141125,49.00417555,66.60135622,62.0276704
527,1,0,1,113.2286099,126.1015516,128.0522414,260.3891374
528,0,0,0,152.7245749,156.5869022,150.0441728,129.0651342
529,0,1,1,506.9562306,235.0471962,110.5112707,284.5314272
530,1,1,0,472.6230763,237.0793349,115.9443462,97.3047614
531,1,0,1,283.2726855,150.9246881,92.39894951,348.5848047
532,1,0,1,446.1632123,211.7198214,91.27233872,441.6195845
533,0,1,1,0.453789155,54.91317968,57.91229084,21.582351
534,0,0,0,55.42897127,131.2291748,142.6146689,43.15728933
535,0,0,0,178.8574603,108.2895078,63.74659369,134.7946994
536,1,1,0,428.0070662,160.4994741,42.02573002,176.8532238
537,0,1,1,254.6070202,190.6859302,139.2700037,166.744516
538,0,0,0,310.5183929,149.413483,70.44700613,223.4256252
539,0,1,1,388.2150962,207.8190146,110.1828357,217.5565413
540,0,1,1,105.3408775,73.67974661,42.3780401,61.44681667
541,0,0,0,136.2449367,118.5243374,100.9005955,117.0074276
542,1,1,0,125.2291829,68.4357654,32.6672193,26.74679253
543,0,0,0,298.9354379,133.8730218,38.34661102,224.6774484
544,0,1,1,417.3920554,161.0572143,46.93929002,196.0480738
545,1,1,0,303.6235087,202.7189334,149.3441304,9.818663215
546,0,1,1,8.829980454,47.88407609,62.41265219,33.58161178
547,1,1,0,175.5409501,161.0626535,144.573713,-26.29958598
548,0,1,1,465.6793548,185.3767834,42.4475065,216.2126975
549,0,1,1,49.64619091,116.6804086,119.1948438,70.64241322
550,1,1,0,265.4622046,186.1297707,139.1334104,34.16669762
551,0,1,1,42.66870466,71.89607692,72.60081811,77.62638174
552,0,0,0,355.5441986,190.8764273,120.1573963,268.8415065
553,1,0,1,172.696284,127.6566604,81.69001941,243.8363532
554,0,0,0,130.111888,158.3402238,147.9091939,115.167806
555,0,1,1,204.4137538,163.4918088,138.9475728,183.6805506
556,1,1,0,365.7909485,206.2735351,130.2301191,56.66941259
557,1,0,1,31.89654965,79.89151412,85.10937463,161.1780346
558,0,0,0,249.0286497,164.4520101,117.4341735,207.6134911
559,0,0,0,176.3281236,165.9303461,136.161869,132.5037764
560,0,0,0,328.6136342,203.1888584,130.8097471,258.1661651
561,1,0,1,33.20187531,98.05608296,107.0239534,185.6233873
562,0,1,1,120.8354092,100.6530121,85.19284836,120.2616286
563,0,0,0,309.3369606,182.5143038,112.8729132,238.3535428
564,1,1,0,215.2443126,142.4332679,97.2600969,45.74416623
565,0,1,1,294.4556828,194.193043,143.3945995,201.2283319
566,0,0,0,265.1761292,165.6580036,118.3147112,218.4739768
567,0,0,0,41.67912817,88.61295676,83.31524938,42.48131218
568,1,0,1,228.221778,134.1287953,78.10614716,272.4658995
569,0,1,1,258.104997,133.0865382,61.32184888,127.6242283
570,1,1,0,351.0371539,136.0684849,30.88514137,139.6868007
571,1,1,0,283.2636233,186.2705694,120.2951237,12.746185
572,1,1,0,128.6413359,134.8158506,124.327283,-13.46429614
573,1,1,0,485.7316071,234.5837224,123.6808703,118.0832181
574,0,1,1,123.188661,116.7725973,90.29490102,86.93920607
575,0,0,0,141.0635622,106.040488,88.62773175,133.5474468
576,0,1,1,373.0057577,209.3128137,114.2195732,224.1776879
577,0,0,0,499.3318126,258.9643888,136.4920677,374.3914874
578,1,0,1,18.06144694,71.92942992,73.93884652,138.6711458
579,1,1,0,54.17079476,105.2741137,101.439913,-54.62801013
580,1,1,0,491.1117616,250.9597607,140.9273666,103.551845
581,0,1,1,209.4477461,106.6807844,53.30869027,116.4588492
582,0,1,1,188.2256192,131.5743651,99.20275522,135.664491
583,0,1,1,262.7852711,168.660443,118.5598963,185.1543968
584,0,0,0,271.8632105,151.7424572,91.88812997,224.193573
585,1,1,0,102.1367953,103.7763552,99.76988278,5.833420598
586,1,1,0,318.6906638,140.9765162,45.40865833,82.39848748
587,1,0,1,339.2755126,154.1590237,68.1426287,330.0361182
588,0,1,1,448.5511343,165.3154511,42.15054394,208.3018789
589,1,0,1,105.9276187,114.2389772,102.8221959,214.4215009
590,1,1,0,105.4366159,149.4904621,148.2426628,-75.67619188
591,0,1,1,380.5524401,196.8203312,108.8258905,203.3458647
592,0,0,0,494.997142,246.1085207,132.5114962,352.0784766
593,1,0,1,202.8271616,129.641954,81.89682094,250.4608107
594,1,0,1,247.4089614,178.459354,128.8718707,339.1013771
595,0,0,0,396.0985521,210.7847804,123.7057943,284.1040258
596,0,1,1,131.1135927,84.5201821,59.969835,81.90647345
597,0,0,0,412.9855332,167.4058793,51.83408516,321.1486648
598,1,0,1,1.684938841,55.91945766,73.7150585,111.079594
599,1,0,1,98.14428866,105.0540977,82.35678135,171.3331568
600,1,1,0,328.7552835,180.6737217,99.59240148,84.92791048
601,0,0,0,432.5489542,191.3506105,71.65649099,328.1578313
602,0,0,0,111.9835233,132.0948368,136.7070709,87.46219348
603,1,0,1,467.4102699,210.5072867,95.96143632,476.6598114
604,1,1,0,450.5434145,179.5505594,50.17521432,171.7387994
605,1,0,1,48.26242777,58.05612605,62.11351056,118.3753521
606,0,1,1,255.9136087,128.4262748,60.51834237,146.5227332
607,0,0,0,249.9229762,145.4104739,95.1563527,205.0147378
608,1,1,0,140.1310861,161.4706302,142.1346693,-48.32752456
609,1,1,0,278.3645075,137.5459386,73.10807454,82.39985417
610,1,0,1,275.5840016,111.7954069,38.75290838,277.5456836
611,0,0,0,306.5667697,145.7415216,70.27933644,238.5705536
612,1,0,1,20.34985405,111.6238734,128.1494172,202.5983603
613,1,0,1,442.0908574,178.7973748,58.58642755,389.3198939
614,0,0,0,301.8818122,195.4328911,132.7877216,245.8214867
615,0,1,1,357.4413937,226.4596301,144.7759568,225.0864612
616,0,1,1,109.5425507,79.21590853,43.54813949,66.08475627
617,1,1,0,152.9629229,80.34080167,35.26007058,33.73548897
618,0,1,1,298.1199817,189.2637655,117.3224081,176.1358781
619,1,0,1,322.3809637,182.8736047,111.6766108,376.8040533
620,1,0,1,367.2855078,196.654303,109.8952446,425.9651425
621,0,0,0,248.0563271,113.2926935,45.0489921,212.0952439
622,0,1,1,205.8916385,103.7746169,53.00737049,124.4190663
623,1,0,1,506.3583896,203.0445253,50.81042528,422.4575131
624,0,0,0,83.0493041,80.78134578,69.73383931,65.78437873
625,0,1,1,125.2444984,143.3394739,132.4194082,106.1542685
626,0,0,0,288.3644358,176.1112142,123.6794916,226.7321201
627,0,0,0,115.8489698,101.0767155,79.8436105,85.10215008
628,1,0,1,450.9466402,190.2364829,55.76776899,389.9193364
629,1,0,1,157.8009714,158.5557659,149.4849342,312.1053905
630,0,0,0,255.2489793,168.7203027,110.4177853,213.5794039
631,0,0,0,454.7122874,226.6424375,109.6686718,345.464134
632,0,1,1,84.70044109,101.7623304,98.222935,105.0126547
633,1,1,0,55.39133012,113.2017568,125.5307414,-53.30737571
634,0,0,0,438.0188013,188.3855471,53.95072928,309.1647541
635,0,1,1,356.4252584,160.5963561,62.82013032,172.5822375
636,0,1,1,352.7239747,133.8046239,29.42768295,170.5717403
637,0,0,0,292.8539701,160.9498723,90.2272211,234.84034
638,1,0,1,408.2614507,203.8957913,114.8706351,463.5543242
639,1,0,1,33.4416585,88.80901728,107.6657299,188.7305751
640,1,0,1,346.5239035,172.0259948,86.65452772,369.9105295
641,0,0,0,473.0335549,234.017311,113.5676215,345.2160639
642,0,0,0,468.8600455,231.0582245,126.693944,337.3985907
643,1,0,1,250.6800488,113.9613728,43.66678495,234.9990166
644,0,1,1,133.9479188,155.3415888,148.9605448,124.675666
645,1,1,0,382.1094319,172.0304024,68.88843568,113.6207227
646,1,1,0,159.2562294,82.70761573,38.34445126,40.71182569
647,0,1,1,491.3081713,265.1253932,145.7819665,293.3471894
648,1,0,1,58.67536907,114.9494669,122.1093131,194.097281
649,1,1,0,346.809668,200.6712132,119.174231,70.54363292
650,0,1,1,345.1258704,165.0409431,69.65944108,190.0817642
651,0,0,0,62.87377488,129.6799076,146.3767167,46.89304229
652,0,1,1,445.0485848,178.9674652,58.42474889,235.5232634
653,1,1,0,197.8036641,154.5255298,113.7779416,-16.0223826
654,0,1,1,504.1252762,254.9627649,140.3234004,287.1238531
655,1,0,1,377.7310307,155.8931712,50.44247975,345.4860846
656,0,1,1,189.0648731,117.25669,81.62466544,133.6410738
657,1,0,1,16.97359698,97.57253342,127.4616958,175.3965553
658,1,0,1,292.6781766,129.1928349,47.64254282,271.4509074
659,0,0,0,207.134315,102.7334991,53.18875933,154.4803182
660,1,1,0,330.4448032,210.9346299,136.0067183,51.64776171
661,1,0,1,80.74247293,78.71505914,66.07973323,154.846635
662,1,1,0,358.0406027,145.8218288,29.51561227,132.1808335
663,0,1,1,473.4810664,182.7341574,56.70321791,249.8863316
664,1,0,1,423.2993472,210.6714084,113.4734179,435.2375924
665,0,0,0,10.50875711,82.03674376,86.85088536,19.99228382
666,1,0,1,278.1468864,121.2764902,39.90319775,267.6171275
667,0,1,1,332.2987807,155.9332165,70.11584305,199.5628355
668,0,0,0,113.3783477,129.8374664,134.5198994,80.10863544
669,1,1,0,40.85656956,79.87500963,86.9914175,-30.10706102
670,0,0,0,250.9163046,188.2717558,139.1098482,187.0093284
671,1,1,0,83.99570531,131.3499181,124.7524142,-60.90096073
672,1,0,1,91.00958724,80.76975339,71.42845341,175.1273298
673,0,1,1,317.4516075,127.985175,44.75134432,148.7973814
674,0,1,1,390.2690232,174.5886054,69.55986807,206.2082862
675,1,1,0,410.2583067,179.589498,54.94714743,146.8059986
676,0,0,0,142.9968365,147.4812703,122.4754976,108.6823185
677,1,1,0,183.2982247,102.1991466,65.1804762,49.95586814
678,1,0,1,285.0983186,189.5570182,144.4021366,378.7074899
679,0,1,1,6.240900496,108.7838129,129.8027852,85.99789015
680,0,0,0,13.24011013,64.79454821,62.89818987,16.75129572
681,1,1,0,434.8859704,155.745073,31.8240693,162.071133
682,1,0,1,118.5170728,74.67221446,33.32908151,135.0151188
683,0,0,0,126.4768273,62.75669636,30.76832187,97.84775361
684,0,0,0,433.0258454,212.6061807,104.9557041,306.3803043
685,0,0,0,503.1745945,235.5720442,111.540002,360.5474846
686,1,1,0,438.2271409,228.7991134,121.9777042,90.06793845
687,0,0,0,413.8683859,232.3257086,145.8914124,293.4498522
688,0,0,0,345.2267939,160.8001122,76.39913549,262.5890461
689,1,0,1,315.6193786,153.8897298,70.48985282,306.5267803
690,0,1,1,477.434188,244.7428474,129.9108733,276.5100849
691,0,0,0,286.8989703,168.6603468,89.71786594,206.0817937
692,1,1,0,479.6863281,226.9863652,118.5715561,121.1107854
693,1,0,1,315.8823243,157.0856786,65.7896365,322.2045027
694,0,0,0,159.7259145,89.32980986,34.97842734,127.2087182
695,0,0,0,45.30361585,132.9848947,150.0507737,44.59427464
696,1,0,1,343.6890311,197.5591613,133.127194,404.4231909
697,0,0,0,119.124984,85.785938,51.56130369,93.18959533
698,0,0,0,38.25649635,63.77514437,54.65346461,31.93943194
699,1,1,0,196.9790858,132.9822413,98.98240701,33.33310258
700,1,1,0,297.6018925,184.4561825,110.6683399,45.53657452
701,1,0,1,472.7945698,195.4885354,72.79899896,438.5259472
702,1,1,0,447.7301534,190.2833984,65.82506359,141.1007175
703,0,0,0,281.6196132,177.3100069,123.2066881,204.424514
704,1,0,1,26.95407798,49.1459294,42.5048787,73.3414817
705,1,1,0,484.2212775,177.0499817,33.90722231,188.6801175
706,1,0,1,51.28745712,120.1594289,145.3994307,228.5835536
707,0,1,1,244.3084885,137.8695866,75.96057878,162.4167306
708,0,0,0,125.6978303,79.17786652,58.95812362,123.2808344
709,1,0,1,438.7998669,174.8322522,53.38130927,384.060076
710,0,1,1,323.337357,136.1092371,32.64941072,167.7579588
711,1,0,1,217.2106579,92.54332322,31.03072679,207.9744932
712,0,1,1,493.4039974,209.7974792,77.61521674,254.648849
713,1,1,0,302.0904821,169.4062233,88.98194157,53.47153512
714,1,1,0,176.7628191,131.8152883,93.4260014,9.473007204
715,1,1,0,290.1185392,197.8115214,143.9049451,35.51552604
716,1,0,1,403.7125047,175.9803035,69.42566142,367.3006102
717,1,1,0,39.09271118,42.73844803,43.11449425,21.57919246
718,0,0,0,165.9263635,105.2873947,55.30879661,122.7408066
719,0,1,1,88.01293455,113.4777521,117.3680751,99.41317344
720,1,1,0,33.38813941,44.82184931,47.68468636,15.51167818
721,1,1,0,388.3008468,234.3500722,139.9462424,65.37708486
722,0,1,1,147.4702378,116.6803937,92.8229796,135.9158853
723,0,1,1,87.53063892,128.4509085,138.7664238,102.1227553
724,0,0,0,122.1721564,132.7306374,133.6770266,116.342214
725,0,0,0,227.426373,153.2157316,96.72952823,168.7811948
726,0,0,0,306.889713,144.8082448,60.122499,250.8724826
727,0,0,0,352.1846193,200.6629888,115.2329705,278.3793498
728,0,1,1,476.7704239,219.7954321,99.44794993,244.1952426
729,1,1,0,66.59569205,101.6009829,115.1313926,-19.52699367
730,1,0,1,385.9936538,193.7027133,87.05742132,376.1777243
731,1,0,1,506.3326772,191.6505368,41.57546019,408.8100574
732,1,0,1,116.5547878,83.59138775,58.83458847,153.0281778
733,1,0,1,432.961235,207.6372662,92.60633058,432.0860599
734,0,1,1,370.4758461,180.1799164,89.47420219,192.9136406
735,1,1,0,496.2118892,212.0654211,90.26085834,153.2606552
736,1,1,0,486.3611343,197.7420361,55.42914988,163.0765609
737,1,1,0,171.2528873,104.0137417,66.75388722,40.95857321
738,0,1,1,311.0730014,157.0061073,66.50692716,157.99656
739,0,1,1,8.917672247,90.16028846,115.2589766,88.45655374
740,1,1,0,203.7961805,145.0000664,108.9665945,21.68935549
741,0,0,0,340.6630915,129.4641376,36.93361093,239.9843762
742,1,0,1,374.327511,220.3877309,138.1102293,458.3472978
743,0,1,1,445.0762202,186.2554088,67.46931606,234.4852016
744,0,1,1,135.5068556,66.34072151,30.55062035,72.85343856
745,0,0,0,214.08057,170.9729033,133.5236458,185.3268102
746,1,1,0,505.5766662,205.2137071,72.82634231,173.8573551
747,0,1,1,346.1314215,179.2678713,95.2637955,215.7985504
748,1,0,1,2.316582682,82.61268501,94.00364144,119.7131915
749,1,1,0,128.4631436,143.3184343,146.9462439,-36.99862588
750,1,1,0,6.117611701,71.19324363,97.66284973,-44.99921944
751,0,0,0,130.6753538,112.7099623,104.9834802,98.97075549
752,1,1,0,256.3617418,148.0485042,99.74976027,39.01763452
753,1,1,0,4.398001999,85.40121776,109.3995749,-72.45269779
754,1,0,1,441.816412,206.513139,90.73114464,428.5565793
755,0,1,1,85.78153408,99.37278069,87.21989967,90.62427904
756,0,1,1,395.5411019,186.5248992,88.13660395,226.2080713
757,1,0,1,478.4017096,247.9126415,146.2523077,545.3421873
758,0,0,0,458.9359158,182.5597439,56.19121481,355.8277012
759,0,0,0,204.5877992,87.39437268,36.01671414,145.2069118
760,0,0,0,8.361711595,80.62778315,86.20986967,42.3092179
761,0,1,1,295.6974496,157.5285597,87.7256304,182.104632
762,0,1,1,372.1698301,212.5881293,129.3146624,219.0623324
763,1,1,0,24.43353097,118.0942996,146.5195828,-81.70292113
764,1,0,1,58.74168985,128.4828706,132.509775,226.9743968
765,1,1,0,27.96879092,104.2177299,113.073716,-65.24603869
766,1,0,1,438.0120612,197.6313365,83.82174938,431.9267614
767,0,0,0,131.1592157,82.02588081,56.71926328,93.19424708
768,0,1,1,141.2300708,133.5297321,110.8926982,122.6058597
769,0,0,0,353.6652554,198.8757549,128.1524513,264.6520471
770,1,0,1,214.8132525,182.2820064,149.8489173,345.3233104
771,1,1,0,476.370957,210.8382639,89.97233344,130.4666827
772,0,1,1,25.82037425,85.0540724,103.4724726,74.42777908
773,0,1,1,357.747196,177.3402607,85.73165062,187.9588793
774,1,0,1,394.321484,201.0101625,94.82903582,392.3128558
775,1,0,1,413.1574468,155.2695803,35.78471371,339.5038941
776,0,0,0,175.4106866,161.4034035,132.551637,137.8836606
777,1,0,1,474.2147891,231.5389497,103.6623712,462.0624249
778,1,0,1,258.5053582,141.8270392,73.87926759,289.4447042
779,1,0,1,147.9050388,143.6475844,137.5902668,276.9164031
780,0,0,0,207.2590575,110.5522177,47.46803849,181.6642947
781,0,0,0,200.1955709,126.2053926,91.63223338,174.0019515
782,1,1,0,380.2678197,152.4158274,29.50408429,140.2469987
783,0,0,0,501.1995232,190.3386773,47.99231743,366.0620919
784,0,0,0,161.7832779,149.670956,130.7660159,127.5696748
785,1,1,0,108.7627017,130.7886794,132.4251957,-41.37198685
786,1,1,0,2.429539326,86.31237532,108.2987245,-70.57597322
787,1,0,1,214.2631516,144.6030301,86.89924298,278.1095844
788,0,0,0,242.7358981,140.5668864,81.10139679,189.929114
789,1,0,1,263.7709197,147.0789955,78.08420854,317.0533305
790,1,0,1,438.5398574,187.3380796,57.86970731,402.0745797
791,1,1,0,43.92097536,131.4674132,149.3355818,-73.64141869
792,1,1,0,302.9621816,117.7439354,33.94078645,127.1291871
793,0,0,0,344.7413785,190.0946661,121.4486904,262.6135807
794,0,1,1,283.582179,122.3113651,33.33397561,141.4273152
795,0,0,0,280.6242697,181.2026667,124.7047519,235.5944656
796,1,0,1,275.8290642,170.2479234,98.90427129,340.2977946
797,0,0,0,381.7537032,158.5456793,45.61662874,293.9886025
798,0,0,0,423.3295571,175.3100282,45.41430211,334.4398963
799,1,1,0,436.4653454,212.2036109,109.0276822,105.1244419
800,0,0,0,36.73090447,97.76949375,109.534329,55.13565872
801,0,1,1,462.8300592,189.0513614,53.05187293,235.1907074
802,1,1,0,350.1330162,181.6054613,105.3342135,81.60133297
803,0,0,0,261.4470237,117.5112835,54.45872879,201.7412399
804,1,1,0,283.7730289,111.4332634,37.47330747,108.1658017
805,1,1,0,150.5906455,119.1593004,83.17034305,-12.29960783
806,0,0,0,396.4898753,169.4891596,58.26443996,293.2938862
807,1,0,1,301.2149653,177.3253791,105.8515033,352.517565
808,0,0,0,333.0317681,157.8173397,75.19133589,245.5961167
809,0,1,1,92.2278288,86.99243087,79.01416541,91.7631777
810,0,1,1,14.28851833,74.34622348,90.02475565,69.6523866
811,0,0,0,341.1454072,155.1350205,70.84581728,270.3848995
812,1,1,0,325.1618638,178.4746977,110.5872517,76.87621768
813,0,1,1,434.8513313,176.6928558,45.69485208,201.08218
814,0,1,1,2.18418077,76.95732307,103.3615364,78.08562014
815,1,1,0,93.99586977,139.2575223,142.0413318,-37.03228268
816,0,1,1,107.1502469,78.43693005,52.64693637,61.24128209
817,0,0,0,297.9406815,136.9694288,60.05062831,221.7513472
818,0,1,1,139.0412449,158.674619,145.8203691,146.1002029
819,0,1,1,352.5176744,217.0178881,140.8918914,238.138099
820,0,0,0,168.6989869,131.3019984,96.69616193,128.2145794
821,0,0,0,269.7279354,163.4808002,93.98178653,216.6128011
822,1,1,0,85.87833051,65.6235641,36.37347895,-2.504494604
823,1,1,0,220.6515222,120.6559192,62.12100429,36.99042961
824,1,0,1,336.0501346,187.3353221,102.7911136,397.717198
825,0,0,0,141.4324694,125.8743728,103.4987036,131.7957593
826,0,1,1,232.5477902,178.9083056,131.2436879,159.904807
827,1,0,1,398.5292456,197.7619001,99.97084935,417.663734
828,1,0,1,411.1249667,173.9354373,50.6957578,357.4193569
829,1,1,0,430.3155257,205.412114,107.2478011,133.3036041
830,0,0,0,127.3305828,105.7598163,83.36439665,116.9448243
831,0,0,0,29.7475844,58.87099909,60.56727701,34.97365392
832,1,0,1,460.1122834,185.9599068,57.72964322,402.221721
833,1,0,1,505.4140383,187.2401317,48.45508225,426.1016947
834,1,0,1,453.9826499,252.5944889,148.0523814,531.2051129
835,0,1,1,211.4258523,181.1474078,150.8843503,168.9916208
836,1,1,0,163.9960337,162.858903,149.6390267,-36.69861038
837,1,1,0,159.8149555,114.5111886,91.19579846,6.323131386
838,0,1,1,65.15126325,53.2142658,35.78099128,60.20749746
839,1,0,1,112.0903119,64.58146636,33.67442642,129.214769
840,0,1,1,479.670367,229.2542679,118.3168839,258.9226156
841,1,1,0,112.4128248,127.2361253,130.853697,-27.30168478
842,0,1,1,371.4552443,177.9019007,90.55142038,221.6172376
843,0,0,0,348.1698763,154.5410277,59.6368425,259.0318956
844,1,0,1,420.3398443,190.549177,76.98769256,421.1321796
845,1,0,1,247.0824665,141.2027811,78.10295486,272.3966608
846,0,0,0,17.56334991,79.25329609,82.16141534,29.64197915
847,1,0,1,158.9913212,128.554086,87.66048367,230.4390636
848,1,1,0,73.95905024,106.2262228,109.783361,-20.85607343
849,1,0,1,11.45231688,50.14143759,59.36881203,107.5724355
850,1,1,0,392.4962113,188.6308701,100.1865,105.0149567
851,0,1,1,218.0438973,109.9663836,42.51965463,127.5822257
852,1,0,1,472.3350077,213.145226,87.42892381,470.4347803
853,1,1,0,131.4463332,94.14504759,51.58785506,11.08563982
854,0,0,0,92.79034052,91.9814234,85.96275716,99.94710942
855,0,1,1,399.1528078,223.3035959,130.1210667,243.9359806
856,1,0,1,195.1510351,129.7766625,73.85570991,230.1794789
857,1,0,1,353.0208546,197.1743719,113.0117404,399.3398876
858,1,0,1,341.9214294,136.8106461,39.34390846,315.6907001
859,0,1,1,499.9321978,230.9966491,96.14888719,235.9317969
860,1,1,0,124.5529019,124.327513,106.151843,-7.404567202
861,0,1,1,262.849833,115.926803,50.97300905,137.0461167
862,1,1,0,148.7037236,107.4924211,76.70723948,33.47701947
863,1,0,1,329.5879278,190.8833592,121.4463641,379.9717315
864,1,1,0,423.4165688,176.7336244,54.26590878,128.2001153
865,0,1,1,237.7665932,124.8032677,73.9031683,156.0816823
866,0,0,0,82.1667999,64.46211009,41.2918128,59.74854293
867,1,1,0,449.2220048,188.7769224,56.46555167,153.7867656
868,1,0,1,429.4564018,200.2981238,75.00007704,393.493217
869,1,1,0,38.69238424,87.34617308,89.84825432,-22.69221126
870,0,0,0,306.2916006,173.4179986,96.74418162,235.9049744
871,0,0,0,381.6142989,216.6657001,117.9826949,274.2288553
872,1,0,1,104.2111412,122.3631704,110.8903433,223.8264188
873,1,1,0,147.2158515,130.9664832,109.3980565,-3.498813339
874,0,0,0,360.6408256,181.0483486,93.65396394,277.0056329
875,0,1,1,316.8061919,173.5623958,87.9297584,174.5973938
876,0,0,0,454.1746805,203.4268537,80.20756446,355.7605736
877,0,0,0,28.8707687,51.52270148,34.09045206,21.92703129
